CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
108,0108/2025,FIR/0108/2025,2025-03-18,1,1,1,1,1,1,3,1,2025-03-18 20:00:00,2025-03-18 20:30:00,2025-03-18 21:15:00,15.987058,75.558689,"Incident of Assault reported in Bagalkot district at coordinates (15.9871, 75.5587)."
109,0109/2025,FIR/0109/2025,2025-03-09,2,1,1,1,1,2,2,1,2025-03-09 21:00:00,2025-03-09 21:30:00,2025-03-09 22:15:00,15.913885,75.942271,"Incident of Assault reported in Bagalkot district at coordinates (15.9139, 75.9423)."
110,0110/2025,FIR/0110/2025,2025-05-07,1,1,1,1,1,1,2,1,2025-05-07 01:00:00,2025-05-07 01:30:00,2025-05-07 02:15:00,16.120211,75.500294,"Incident of Assault reported in Bagalkot district at coordinates (16.1202, 75.5003)."
111,0111/2025,FIR/0111/2025,2025-07-21,2,1,1,1,1,2,3,1,2025-07-21 11:00:00,2025-07-21 11:30:00,2025-07-21 12:15:00,16.121044,75.787388,"Incident of Assault reported in Bagalkot district at coordinates (16.1210, 75.7874)."
112,0112/2025,FIR/0112/2025,2025-07-17,1,1,1,1,1,1,1,1,2025-07-17 07:00:00,2025-07-17 07:30:00,2025-07-17 08:15:00,16.147268,75.876152,"Incident of Assault reported in Bagalkot district at coordinates (16.1473, 75.8762)."
113,0113/2025,FIR/0113/2025,2025-10-06,2,1,1,1,1,2,1,1,2025-10-06 11:00:00,2025-10-06 11:30:00,2025-10-06 12:15:00,16.277386,75.703415,"Incident of Assault reported in Bagalkot district at coordinates (16.2774, 75.7034)."
114,0114/2025,FIR/0114/2025,2025-02-24,1,1,1,1,1,1,1,1,2025-02-24 21:00:00,2025-02-24 21:30:00,2025-02-24 22:15:00,15.91968,75.942019,"Incident of Assault reported in Bagalkot district at coordinates (15.9197, 75.9420)."
115,0115/2025,FIR/0115/2025,2025-03-21,2,1,1,1,1,2,1,1,2025-03-21 02:00:00,2025-03-21 02:30:00,2025-03-21 03:15:00,16.12297,75.783829,"Incident of Assault reported in Bagalkot district at coordinates (16.1230, 75.7838)."
116,0116/2025,FIR/0116/2025,2025-01-31,1,1,1,1,1,1,3,1,2025-01-31 06:00:00,2025-01-31 06:30:00,2025-01-31 07:15:00,15.841831,75.685562,"Incident of Assault reported in Bagalkot district at coordinates (15.8418, 75.6856)."
117,0117/2025,FIR/0117/2025,2025-11-21,2,1,1,1,1,2,3,1,2025-11-21 12:00:00,2025-11-21 12:30:00,2025-11-21 13:15:00,16.173242,76.129926,"Incident of Assault reported in Bagalkot district at coordinates (16.1732, 76.1299)."
118,0118/2025,FIR/0118/2025,2025-09-20,1,1,1,1,1,1,3,1,2025-09-20 10:00:00,2025-09-20 10:30:00,2025-09-20 11:15:00,16.046219,76.112123,"Incident of Assault reported in Bagalkot district at coordinates (16.0462, 76.1121)."
119,0119/2025,FIR/0119/2025,2025-12-02,2,1,1,1,1,2,3,1,2025-12-02 22:00:00,2025-12-02 22:30:00,2025-12-02 23:15:00,16.168768,76.119515,"Incident of Assault reported in Bagalkot district at coordinates (16.1688, 76.1195)."
120,0120/2025,FIR/0120/2025,2025-07-13,1,1,1,1,1,1,1,1,2025-07-13 23:00:00,2025-07-13 23:30:00,2025-07-13 23:15:00,16.134379,75.503908,"Incident of Assault reported in Bagalkot district at coordinates (16.1344, 75.5039)."
121,0121/2025,FIR/0121/2025,2025-08-09,2,1,1,1,1,2,2,1,2025-08-09 09:00:00,2025-08-09 09:30:00,2025-08-09 10:15:00,16.293592,75.700621,"Incident of Assault reported in Bagalkot district at coordinates (16.2936, 75.7006)."
122,0122/2025,FIR/0122/2025,2025-03-25,1,1,1,1,1,1,2,1,2025-03-25 10:00:00,2025-03-25 10:30:00,2025-03-25 11:15:00,16.173185,75.506617,"Incident of Assault reported in Bagalkot district at coordinates (16.1732, 75.5066)."
123,0123/2025,FIR/0123/2025,2025-03-08,2,1,1,1,1,2,2,1,2025-03-08 04:00:00,2025-03-08 04:30:00,2025-03-08 05:15:00,16.146321,75.630548,"Incident of Assault reported in Bagalkot district at coordinates (16.1463, 75.6305)."
124,0124/2025,FIR/0124/2025,2025-10-13,1,1,1,1,1,1,2,1,2025-10-13 20:00:00,2025-10-13 20:30:00,2025-10-13 21:15:00,16.28039,75.701329,"Incident of Assault reported in Bagalkot district at coordinates (16.2804, 75.7013)."
125,0125/2025,FIR/0125/2025,2025-09-11,2,1,1,1,1,2,2,1,2025-09-11 01:00:00,2025-09-11 01:30:00,2025-09-11 02:15:00,16.174299,76.116365,"Incident of Assault reported in Bagalkot district at coordinates (16.1743, 76.1164)."
126,0126/2025,FIR/0126/2025,2025-08-17,3,2,1,2,5,9,1,2,2025-08-17 14:00:00,2025-08-17 14:30:00,2025-08-17 15:15:00,13.117715,77.913766,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1177, 77.9138)."
127,0127/2025,FIR/0127/2025,2025-08-21,4,2,1,2,5,10,3,2,2025-08-21 12:00:00,2025-08-21 12:30:00,2025-08-21 13:15:00,12.632701,77.154524,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6327, 77.1545)."
128,0128/2025,FIR/0128/2025,2025-08-30,3,2,1,2,5,9,2,2,2025-08-30 07:00:00,2025-08-30 07:30:00,2025-08-30 08:15:00,13.141323,77.913913,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1413, 77.9139)."
129,0129/2025,FIR/0129/2025,2025-09-09,4,2,1,2,5,10,3,2,2025-09-09 19:00:00,2025-09-09 19:30:00,2025-09-09 20:15:00,12.910173,77.320388,"Incident of Theft reported in Bangalore Rural district at coordinates (12.9102, 77.3204)."
130,0130/2025,FIR/0130/2025,2025-09-19,3,2,1,2,5,9,2,2,2025-09-19 18:00:00,2025-09-19 18:30:00,2025-09-19 19:15:00,13.125221,77.917486,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1252, 77.9175)."
131,0131/2025,FIR/0131/2025,2025-07-03,4,2,1,2,5,10,1,2,2025-07-03 16:00:00,2025-07-03 16:30:00,2025-07-03 17:15:00,12.513511,77.130355,"Incident of Theft reported in Bangalore Rural district at coordinates (12.5135, 77.1304)."
132,0132/2025,FIR/0132/2025,2025-01-05,3,2,1,2,5,9,1,2,2025-01-05 03:00:00,2025-01-05 03:30:00,2025-01-05 04:15:00,12.664956,77.522668,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6650, 77.5227)."
133,0133/2025,FIR/0133/2025,2025-01-24,4,2,1,2,5,10,2,2,2025-01-24 09:00:00,2025-01-24 09:30:00,2025-01-24 10:15:00,12.650983,77.512845,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6510, 77.5128)."
134,0134/2025,FIR/0134/2025,2025-10-07,3,2,1,2,5,9,1,2,2025-10-07 12:00:00,2025-10-07 12:30:00,2025-10-07 13:15:00,12.658417,77.527414,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6584, 77.5274)."
135,0135/2025,FIR/0135/2025,2025-07-20,4,2,1,2,5,10,2,2,2025-07-20 01:00:00,2025-07-20 01:30:00,2025-07-20 02:15:00,13.106917,77.884986,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1069, 77.8850)."
136,0136/2025,FIR/0136/2025,2025-05-26,3,2,1,2,5,9,2,2,2025-05-26 14:00:00,2025-05-26 14:30:00,2025-05-26 15:15:00,13.116755,77.89911,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1168, 77.8991)."
137,0137/2025,FIR/0137/2025,2025-12-11,4,2,1,2,5,10,3,2,2025-12-11 05:00:00,2025-12-11 05:30:00,2025-12-11 06:15:00,13.130496,77.913172,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1305, 77.9132)."
138,0138/2025,FIR/0138/2025,2025-12-10,3,2,1,2,5,9,1,2,2025-12-10 01:00:00,2025-12-10 01:30:00,2025-12-10 02:15:00,13.136877,77.908134,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1369, 77.9081)."
139,0139/2025,FIR/0139/2025,2025-07-05,4,2,1,2,5,10,1,2,2025-07-05 04:00:00,2025-07-05 04:30:00,2025-07-05 05:15:00,12.630129,77.149809,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6301, 77.1498)."
140,0140/2025,FIR/0140/2025,2025-06-18,3,2,1,2,5,9,2,2,2025-06-18 16:00:00,2025-06-18 16:30:00,2025-06-18 17:15:00,13.278958,77.430522,"Incident of Theft reported in Bangalore Rural district at coordinates (13.2790, 77.4305)."
141,0141/2025,FIR/0141/2025,2025-10-10,4,2,1,2,5,10,2,2,2025-10-10 21:00:00,2025-10-10 21:30:00,2025-10-10 22:15:00,13.10361,77.903643,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1036, 77.9036)."
142,0142/2025,FIR/0142/2025,2025-03-23,3,2,1,2,5,9,3,2,2025-03-23 12:00:00,2025-03-23 12:30:00,2025-03-23 13:15:00,12.625496,77.162795,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6255, 77.1628)."
143,0143/2025,FIR/0143/2025,2025-03-23,4,2,1,2,5,10,1,2,2025-03-23 22:00:00,2025-03-23 22:30:00,2025-03-23 23:15:00,13.30547,77.42805,"Incident of Theft reported in Bangalore Rural district at coordinates (13.3055, 77.4280)."
144,0144/2025,FIR/0144/2025,2025-05-11,3,2,1,2,5,9,1,2,2025-05-11 08:00:00,2025-05-11 08:30:00,2025-05-11 09:15:00,13.122302,77.916001,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1223, 77.9160)."
145,0145/2025,FIR/0145/2025,2025-01-22,4,2,1,2,5,10,2,2,2025-01-22 16:00:00,2025-01-22 16:30:00,2025-01-22 17:15:00,12.469382,77.227597,"Incident of Theft reported in Bangalore Rural district at coordinates (12.4694, 77.2276)."
146,0146/2025,FIR/0146/2025,2025-11-24,3,2,1,2,5,9,1,2,2025-11-24 11:00:00,2025-11-24 11:30:00,2025-11-24 12:15:00,13.300414,77.415093,"Incident of Theft reported in Bangalore Rural district at coordinates (13.3004, 77.4151)."
147,0147/2025,FIR/0147/2025,2025-09-22,4,2,1,2,5,10,3,2,2025-09-22 07:00:00,2025-09-22 07:30:00,2025-09-22 08:15:00,12.850304,77.32825,"Incident of Theft reported in Bangalore Rural district at coordinates (12.8503, 77.3282)."
148,0148/2025,FIR/0148/2025,2025-04-01,3,2,1,2,5,9,2,2,2025-04-01 09:00:00,2025-04-01 09:30:00,2025-04-01 10:15:00,12.415068,77.559676,"Incident of Theft reported in Bangalore Rural district at coordinates (12.4151, 77.5597)."
149,0149/2025,FIR/0149/2025,2025-07-26,4,2,1,2,5,10,1,2,2025-07-26 10:00:00,2025-07-26 10:30:00,2025-07-26 11:15:00,12.625393,77.160205,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6254, 77.1602)."
150,0150/2025,FIR/0150/2025,2025-08-05,3,2,1,2,5,9,3,2,2025-08-05 14:00:00,2025-08-05 14:30:00,2025-08-05 15:15:00,12.591779,77.334334,"Incident of Theft reported in Bangalore Rural district at coordinates (12.5918, 77.3343)."
151,0151/2025,FIR/0151/2025,2025-06-13,4,2,1,2,5,10,1,2,2025-06-13 00:00:00,2025-06-13 00:30:00,2025-06-13 01:15:00,12.649485,77.158117,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6495, 77.1581)."
152,0152/2025,FIR/0152/2025,2025-04-23,3,2,1,2,5,9,2,2,2025-04-23 00:00:00,2025-04-23 00:30:00,2025-04-23 01:15:00,13.424952,77.408399,"Incident of Theft reported in Bangalore Rural district at coordinates (13.4250, 77.4084)."
153,0153/2025,FIR/0153/2025,2025-07-07,4,2,1,2,5,10,2,2,2025-07-07 16:00:00,2025-07-07 16:30:00,2025-07-07 17:15:00,12.661839,77.530805,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6618, 77.5308)."
154,0154/2025,FIR/0154/2025,2025-06-25,3,2,1,2,5,9,1,2,2025-06-25 00:00:00,2025-06-25 00:30:00,2025-06-25 01:15:00,13.309622,77.42768,"Incident of Theft reported in Bangalore Rural district at coordinates (13.3096, 77.4277)."
155,0155/2025,FIR/0155/2025,2025-09-01,4,2,1,2,5,10,3,2,2025-09-01 11:00:00,2025-09-01 11:30:00,2025-09-01 12:15:00,12.591301,77.26564,"Incident of Theft reported in Bangalore Rural district at coordinates (12.5913, 77.2656)."
156,0156/2025,FIR/0156/2025,2025-01-03,3,2,1,2,5,9,3,2,2025-01-03 03:00:00,2025-01-03 03:30:00,2025-01-03 04:15:00,12.655397,77.526428,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6554, 77.5264)."
157,0157/2025,FIR/0157/2025,2025-02-19,4,2,1,2,5,10,1,2,2025-02-19 21:00:00,2025-02-19 21:30:00,2025-02-19 22:15:00,13.315153,77.418459,"Incident of Theft reported in Bangalore Rural district at coordinates (13.3152, 77.4185)."
158,0158/2025,FIR/0158/2025,2025-06-28,3,2,1,2,5,9,2,2,2025-06-28 00:00:00,2025-06-28 00:30:00,2025-06-28 01:15:00,13.1348,77.921441,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1348, 77.9214)."
159,0159/2025,FIR/0159/2025,2025-11-08,4,2,1,2,5,10,2,2,2025-11-08 05:00:00,2025-11-08 05:30:00,2025-11-08 06:15:00,12.287705,77.507389,"Incident of Theft reported in Bangalore Rural district at coordinates (12.2877, 77.5074)."
160,0160/2025,FIR/0160/2025,2025-03-13,3,2,1,2,5,9,2,2,2025-03-13 01:00:00,2025-03-13 01:30:00,2025-03-13 02:15:00,13.30083,77.415293,"Incident of Theft reported in Bangalore Rural district at coordinates (13.3008, 77.4153)."
161,0161/2025,FIR/0161/2025,2025-03-19,4,2,1,2,5,10,2,2,2025-03-19 02:00:00,2025-03-19 02:30:00,2025-03-19 03:15:00,12.706788,77.482932,"Incident of Theft reported in Bangalore Rural district at coordinates (12.7068, 77.4829)."
162,0162/2025,FIR/0162/2025,2025-06-19,3,2,1,2,5,9,1,2,2025-06-19 12:00:00,2025-06-19 12:30:00,2025-06-19 13:15:00,13.124591,77.919824,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1246, 77.9198)."
163,0163/2025,FIR/0163/2025,2025-03-20,4,2,1,2,5,10,2,2,2025-03-20 17:00:00,2025-03-20 17:30:00,2025-03-20 18:15:00,13.104805,77.894455,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1048, 77.8945)."
164,0164/2025,FIR/0164/2025,2025-11-18,3,2,1,2,5,9,1,2,2025-11-18 00:00:00,2025-11-18 00:30:00,2025-11-18 01:15:00,13.037511,77.109155,"Incident of Theft reported in Bangalore Rural district at coordinates (13.0375, 77.1092)."
165,0165/2025,FIR/0165/2025,2025-04-15,4,2,1,2,5,10,2,2,2025-04-15 22:00:00,2025-04-15 22:30:00,2025-04-15 23:15:00,12.944843,77.287901,"Incident of Theft reported in Bangalore Rural district at coordinates (12.9448, 77.2879)."
166,0166/2025,FIR/0166/2025,2025-02-10,3,2,1,2,5,9,1,2,2025-02-10 00:00:00,2025-02-10 00:30:00,2025-02-10 01:15:00,13.130183,77.919438,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1302, 77.9194)."
167,0167/2025,FIR/0167/2025,2025-12-16,4,2,1,2,5,10,2,2,2025-12-16 20:00:00,2025-12-16 20:30:00,2025-12-16 21:15:00,12.651803,77.523562,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6518, 77.5236)."
168,0168/2025,FIR/0168/2025,2025-11-09,3,2,1,2,5,9,2,2,2025-11-09 15:00:00,2025-11-09 15:30:00,2025-11-09 16:15:00,12.618528,77.357326,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6185, 77.3573)."
169,0169/2025,FIR/0169/2025,2025-11-07,4,2,1,2,5,10,1,2,2025-11-07 23:00:00,2025-11-07 23:30:00,2025-11-07 23:15:00,12.659243,77.519685,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6592, 77.5197)."
170,0170/2025,FIR/0170/2025,2025-06-07,3,2,1,2,5,9,2,2,2025-06-07 12:00:00,2025-06-07 12:30:00,2025-06-07 13:15:00,12.4061,77.473022,"Incident of Theft reported in Bangalore Rural district at coordinates (12.4061, 77.4730)."
171,0171/2025,FIR/0171/2025,2025-03-29,4,2,1,2,5,10,2,2,2025-03-29 19:00:00,2025-03-29 19:30:00,2025-03-29 20:15:00,13.287731,77.252195,"Incident of Theft reported in Bangalore Rural district at coordinates (13.2877, 77.2522)."
172,0172/2025,FIR/0172/2025,2025-05-14,3,2,1,2,5,9,2,2,2025-05-14 12:00:00,2025-05-14 12:30:00,2025-05-14 13:15:00,12.643039,77.529052,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6430, 77.5291)."
173,0173/2025,FIR/0173/2025,2025-07-15,4,2,1,2,5,10,1,2,2025-07-15 12:00:00,2025-07-15 12:30:00,2025-07-15 13:15:00,13.107823,77.891654,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1078, 77.8917)."
174,0174/2025,FIR/0174/2025,2025-04-12,3,2,1,2,5,9,3,2,2025-04-12 02:00:00,2025-04-12 02:30:00,2025-04-12 03:15:00,13.103123,77.886589,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1031, 77.8866)."
175,0175/2025,FIR/0175/2025,2025-07-15,4,2,1,2,5,10,2,2,2025-07-15 20:00:00,2025-07-15 20:30:00,2025-07-15 21:15:00,12.627879,77.146141,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6279, 77.1461)."
176,0176/2025,FIR/0176/2025,2025-04-08,3,2,1,2,5,9,3,2,2025-04-08 10:00:00,2025-04-08 10:30:00,2025-04-08 11:15:00,12.631776,77.148928,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6318, 77.1489)."
177,0177/2025,FIR/0177/2025,2025-12-03,4,2,1,2,5,10,3,2,2025-12-03 07:00:00,2025-12-03 07:30:00,2025-12-03 08:15:00,12.627395,77.155976,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6274, 77.1560)."
178,0178/2025,FIR/0178/2025,2025-05-17,3,2,1,2,5,9,1,2,2025-05-17 10:00:00,2025-05-17 10:30:00,2025-05-17 11:15:00,13.099653,77.894141,"Incident of Theft reported in Bangalore Rural district at coordinates (13.0997, 77.8941)."
179,0179/2025,FIR/0179/2025,2025-12-30,4,2,1,2,5,10,2,2,2025-12-30 18:00:00,2025-12-30 18:30:00,2025-12-30 19:15:00,12.661808,77.528295,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6618, 77.5283)."
180,0180/2025,FIR/0180/2025,2025-05-09,3,2,1,2,5,9,2,2,2025-05-09 00:00:00,2025-05-09 00:30:00,2025-05-09 01:15:00,13.236202,77.615596,"Incident of Theft reported in Bangalore Rural district at coordinates (13.2362, 77.6156)."
181,0181/2025,FIR/0181/2025,2025-03-22,4,2,1,2,5,10,2,2,2025-03-22 19:00:00,2025-03-22 19:30:00,2025-03-22 20:15:00,13.139465,77.91647,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1395, 77.9165)."
182,0182/2025,FIR/0182/2025,2025-11-08,3,2,1,2,5,9,3,2,2025-11-08 07:00:00,2025-11-08 07:30:00,2025-11-08 08:15:00,13.128973,77.91179,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1290, 77.9118)."
183,0183/2025,FIR/0183/2025,2025-08-12,4,2,1,2,5,10,1,2,2025-08-12 15:00:00,2025-08-12 15:30:00,2025-08-12 16:15:00,12.640938,77.529083,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6409, 77.5291)."
184,0184/2025,FIR/0184/2025,2025-06-30,3,2,1,2,5,9,2,2,2025-06-30 23:00:00,2025-06-30 23:30:00,2025-06-30 23:15:00,12.654083,77.520685,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6541, 77.5207)."
185,0185/2025,FIR/0185/2025,2025-01-23,4,2,1,2,5,10,3,2,2025-01-23 09:00:00,2025-01-23 09:30:00,2025-01-23 10:15:00,12.657351,77.52958,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6574, 77.5296)."
186,0186/2025,FIR/0186/2025,2025-10-31,3,2,1,2,5,9,2,2,2025-10-31 01:00:00,2025-10-31 01:30:00,2025-10-31 02:15:00,13.297921,77.421083,"Incident of Theft reported in Bangalore Rural district at coordinates (13.2979, 77.4211)."
187,0187/2025,FIR/0187/2025,2025-02-22,4,2,1,2,5,10,1,2,2025-02-22 22:00:00,2025-02-22 22:30:00,2025-02-22 23:15:00,12.888536,77.823843,"Incident of Theft reported in Bangalore Rural district at coordinates (12.8885, 77.8238)."
188,0188/2025,FIR/0188/2025,2025-12-02,3,2,1,2,5,9,1,2,2025-12-02 22:00:00,2025-12-02 22:30:00,2025-12-02 23:15:00,13.131379,77.916713,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1314, 77.9167)."
189,0189/2025,FIR/0189/2025,2025-10-22,4,2,1,2,5,10,1,2,2025-10-22 17:00:00,2025-10-22 17:30:00,2025-10-22 18:15:00,12.971128,77.323599,"Incident of Theft reported in Bangalore Rural district at coordinates (12.9711, 77.3236)."
190,0190/2025,FIR/0190/2025,2025-08-11,3,2,1,2,5,9,1,2,2025-08-11 05:00:00,2025-08-11 05:30:00,2025-08-11 06:15:00,13.120623,77.92176,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1206, 77.9218)."
191,0191/2025,FIR/0191/2025,2025-12-03,4,2,1,2,5,10,3,2,2025-12-03 04:00:00,2025-12-03 04:30:00,2025-12-03 05:15:00,12.636206,77.514595,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6362, 77.5146)."
192,0192/2025,FIR/0192/2025,2025-03-28,3,2,1,2,5,9,3,2,2025-03-28 11:00:00,2025-03-28 11:30:00,2025-03-28 12:15:00,13.314937,77.417867,"Incident of Theft reported in Bangalore Rural district at coordinates (13.3149, 77.4179)."
193,0193/2025,FIR/0193/2025,2025-05-30,4,2,1,2,5,10,1,2,2025-05-30 03:00:00,2025-05-30 03:30:00,2025-05-30 04:15:00,12.651482,77.524038,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6515, 77.5240)."
194,0194/2025,FIR/0194/2025,2025-07-15,3,2,1,2,5,9,3,2,2025-07-15 09:00:00,2025-07-15 09:30:00,2025-07-15 10:15:00,12.631502,77.144343,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6315, 77.1443)."
195,0195/2025,FIR/0195/2025,2025-01-22,4,2,1,2,5,10,2,2,2025-01-22 19:00:00,2025-01-22 19:30:00,2025-01-22 20:15:00,13.225698,77.56935,"Incident of Theft reported in Bangalore Rural district at coordinates (13.2257, 77.5694)."
196,0196/2025,FIR/0196/2025,2025-02-13,3,2,1,2,5,9,1,2,2025-02-13 13:00:00,2025-02-13 13:30:00,2025-02-13 14:15:00,12.651478,77.535006,"Incident of Theft reported in Bangalore Rural district at coordinates (12.6515, 77.5350)."
197,0197/2025,FIR/0197/2025,2025-06-25,4,2,1,2,5,10,3,2,2025-06-25 09:00:00,2025-06-25 09:30:00,2025-06-25 10:15:00,13.24343,77.603617,"Incident of Theft reported in Bangalore Rural district at coordinates (13.2434, 77.6036)."
198,0198/2025,FIR/0198/2025,2025-06-04,3,2,1,2,5,9,1,2,2025-06-04 04:00:00,2025-06-04 04:30:00,2025-06-04 05:15:00,13.099359,77.897688,"Incident of Theft reported in Bangalore Rural district at coordinates (13.0994, 77.8977)."
199,0199/2025,FIR/0199/2025,2025-02-04,4,2,1,2,5,10,3,2,2025-02-04 20:00:00,2025-02-04 20:30:00,2025-02-04 21:15:00,13.128972,77.914198,"Incident of Theft reported in Bangalore Rural district at coordinates (13.1290, 77.9142)."
200,0200/2025,FIR/0200/2025,2025-01-31,3,2,1,2,5,9,3,2,2025-01-31 04:00:00,2025-01-31 04:30:00,2025-01-31 05:15:00,13.386771,77.52769,"Incident of Theft reported in Bangalore Rural district at coordinates (13.3868, 77.5277)."
201,0201/2025,FIR/0201/2025,2025-04-27,4,2,1,2,5,10,1,2,2025-04-27 04:00:00,2025-04-27 04:30:00,2025-04-27 05:15:00,13.019628,77.201543,"Incident of Theft reported in Bangalore Rural district at coordinates (13.0196, 77.2015)."
